ID,TIME,obs,obsid
22,10,-0.105942,yG5
22,11,-0.00643129,yG5
22,12,0.474314,yG5
22,13,-0.0365642,yG5
22,14,-0.0455992,yG5
22,15,0.247887,yG5
22,16,-0.144826,yG5
22,17,-0.0126113,yG5
22,18,0.426296,yG5
22,19,-0.411555,yG5
22,20,0.536887,yG5
22,21,-0.0552248,yG5
23,0,2.96212,yAB
23,7,3.86034,yAB
23,21,3.88879,yAB
23,123,2.97598,yAB
23,180,2.78711,yAB
23,300,2.05441,yAB
23,1,0.244286,yG1
23,2,0.322171,yG1
23,3,0.847945,yG1
23,4,0.497657,yG1
23,5,0.205013,yG1
23,6,0.228867,yG1
23,7,0.0268103,yG1
23,8,0.167562,yG1
23,9,-0.329266,yG1
23,10,0.174842,yG1
23,11,0.066935,yG1
23,12,-0.193811,yG1
23,13,-0.234542,yG1
23,14,0.0640817,yG1
23,15,0.0999402,yG1
23,16,-0.0863958,yG1
23,17,0.383205,yG1
23,18,0.388321,yG1
23,19,-0.217328,yG1
23,20,-0.310908,yG1
23,21,0.380306,yG1
23,1,0.151721,yG2
23,2,0.79614,yG2
23,3,0.0872166,yG2
23,4,0.513634,yG2
23,5,-0.122288,yG2
23,6,-0.0462819,yG2
23,7,-0.384618,yG2
23,8,0.000203074,yG2
23,9,0.276257,yG2
23,10,-0.237206,yG2
23,11,0.162446,yG2
23,12,0.49647,yG2
23,13,-0.178931,yG2
23,14,-0.207131,yG2
23,15,0.71411,yG2
23,16,-0.708662,yG2
23,17,-0.54738,yG2
23,18,0.621182,yG2
23,19,0.516859,yG2
23,20,-0.07052,yG2
23,21,-0.224088,yG2
23,1,0.126572,yG3
23,2,-0.280176,yG3
23,3,0.236921,yG3
23,4,0.142356,yG3
23,5,-0.473523,yG3
23,6,-0.503354,yG3
23,7,0.00868778,yG3
23,8,0.400392,yG3
23,9,0.251998,yG3
23,10,0.0197643,yG3
23,11,0.864412,yG3
23,12,-0.234806,yG3
23,13,-0.026221,yG3
23,14,0.450595,yG3
23,15,0.611418,yG3
23,16,0.260954,yG3
23,17,0.822624,yG3
23,18,1.20154,yG3
23,19,0.661242,yG3
23,20,0.030147,yG3
23,21,-0.171631,yG3
23,1,0.432869,yG4
23,2,-0.10252,yG4
23,3,-0.752723,yG4
23,4,0.265493,yG4
23,5,0.153351,yG4
23,6,-0.646785,yG4
23,7,0.334695,yG4
23,8,-0.158708,yG4
23,9,0.183286,yG4
23,10,0.0423444,yG4
23,11,-0.180863,yG4
23,12,-0.638577,yG4
23,13,0.306031,yG4
23,14,0.0025188,yG4
23,15,0.437091,yG4
23,16,0.0116413,yG4
23,17,0.118966,yG4
23,18,0.220865,yG4
23,19,0.200547,yG4
23,20,0.0999408,yG4
23,21,-0.257558,yG4
23,1,-0.152719,yG5
23,2,0.257922,yG5
23,3,-0.266632,yG5
23,4,-0.117375,yG5
23,5,-0.093174,yG5
23,6,-0.192875,yG5
23,7,-0.18542,yG5
23,8,-0.252203,yG5
23,9,0.1257,yG5
23,10,-0.194359,yG5
23,11,0.318498,yG5
23,12,-0.412114,yG5
23,13,-0.997139,yG5
23,14,-0.456179,yG5
23,15,0.141295,yG5
23,16,0.128532,yG5
23,17,-0.210065,yG5
23,18,-0.162939,yG5
23,19,-0.356202,yG5
23,20,0.181061,yG5
23,21,0.211287,yG5
24,0,3.04561,yAB
24,7,3.96835,yAB
24,21,3.73602,yAB
24,123,2.88824,yAB
24,180,2.32093,yAB
24,300,1.20369,yAB
24,1,0.547035,yG1
24,2,0.39356,yG1
24,3,1.06382,yG1
24,4,0.00815277,yG1
24,5,0.867048,yG1
24,6,-0.284067,yG1
24,7,-0.0455344,yG1
24,8,0.169609,yG1
24,9,0.204303,yG1
24,10,0.634445,yG1
24,11,-0.198681,yG1
24,12,0.229907,yG1
24,13,-0.223134,yG1
24,14,-0.588835,yG1
24,15,-0.0181391,yG1
24,16,-0.396931,yG1
24,17,0.117439,yG1
24,18,-0.0643729,yG1
24,19,0.0668529,yG1
24,20,-0.0279694,yG1
24,21,0.130524,yG1
24,1,-0.39764,yG2
24,2,-0.886614,yG2
24,3,-0.107631,yG2
24,4,-0.157426,yG2
24,5,0.742318,yG2
24,6,-0.291271,yG2
24,7,-0.303407,yG2
24,8,0.200268,yG2
24,9,0.467061,yG2
24,10,0.185244,yG2
24,11,0.0913414,yG2
24,12,0.0275429,yG2
24,13,0.270559,yG2
24,14,-0.377491,yG2
24,15,0.246565,yG2
24,16,-0.267909,yG2
24,17,-0.540027,yG2
24,18,0.0934917,yG2
24,19,-0.237744,yG2
24,20,0.117337,yG2
24,21,0.0371581,yG2
24,1,-0.104991,yG3
24,2,0.185682,yG3
24,3,0.700072,yG3
24,4,0.485094,yG3
24,5,-0.233626,yG3
24,6,-0.0550207,yG3
24,7,0.44708,yG3
24,8,-0.342806,yG3
24,9,0.56981,yG3
24,10,0.0296407,yG3
24,11,-0.262436,yG3
24,12,0.321549,yG3
24,13,-0.733015,yG3
24,14,-0.44626,yG3
24,15,0.23359,yG3
24,16,0.429697,yG3
24,17,0.0822185,yG3
24,18,-0.341638,yG3
24,19,0.348318,yG3
24,20,-0.333227,yG3
24,21,-0.519639,yG3
24,1,-0.324215,yG4
24,2,0.0926771,yG4
24,3,0.667072,yG4
24,4,0.204787,yG4
24,5,1.18508,yG4
24,6,-0.529192,yG4
24,7,-0.4373,yG4
24,8,0.375505,yG4
24,9,-0.253697,yG4
24,10,-0.582359,yG4
24,11,-0.473609,yG4
24,12,-0.156031,yG4
24,13,-0.421495,yG4
24,14,0.118893,yG4
24,15,0.886979,yG4
24,16,0.399184,yG4
24,17,0.331571,yG4
24,18,0.264321,yG4
24,19,-0.22664,yG4
24,20,0.246352,yG4
24,21,0.325307,yG4
24,1,-0.291292,yG5
24,2,0.746693,yG5
24,3,0.352293,yG5
24,4,-0.281357,yG5
24,5,0.00945187,yG5
24,6,0.23274,yG5
24,7,-0.130989,yG5
24,8,-0.061169,yG5
24,9,-0.377701,yG5
24,10,-0.198736,yG5
24,11,-0.279096,yG5
24,12,0.167823,yG5
24,13,-0.516145,yG5
24,14,0.0476781,yG5
24,15,0.20487,yG5
24,16,0.101295,yG5
24,17,-0.644257,yG5
24,18,-0.0550163,yG5
24,19,-0.366253,yG5
24,20,0.113479,yG5
24,21,0.234155,yG5
25,0,3.07899,yAB
25,7,3.93037,yAB
25,21,3.8219,yAB
25,123,2.82575,yAB
25,180,2.10552,yAB
25,300,0.760443,yAB
25,1,0.451188,yG1
25,2,0.264416,yG1
25,3,0.00482385,yG1
25,4,0.0534668,yG1
25,5,-0.0874969,yG1
25,6,0.265219,yG1
25,7,-0.294633,yG1
25,8,0.40967,yG1
25,9,-0.0387196,yG1
25,10,0.376625,yG1
25,11,0.543928,yG1
25,12,0.282817,yG1
25,13,0.202325,yG1
25,14,0.387135,yG1
25,15,0.256198,yG1
25,16,0.385982,yG1
25,17,-0.57904,yG1
25,18,-0.0900903,yG1
25,19,-0.00551421,yG1
25,20,-0.154422,yG1
25,21,-0.209689,yG1
25,1,-0.511648,yG2
25,2,-0.127183,yG2
25,3,-0.075613,yG2
25,4,-0.0538183,yG2
25,5,0.627284,yG2
25,6,0.132353,yG2
25,7,0.0656254,yG2
25,8,0.196326,yG2
25,9,0.515714,yG2
25,10,0.0508717,yG2
25,11,-0.726433,yG2
25,12,-0.501119,yG2
25,13,0.127896,yG2
25,14,-0.0471365,yG2
25,15,0.365678,yG2
25,16,0.01912,yG2
25,17,0.0990765,yG2
25,18,0.274828,yG2
25,19,0.169016,yG2
25,20,0.0527845,yG2
25,21,0.340125,yG2
25,1,0.20383,yG3
25,2,0.262724,yG3
25,3,-0.241284,yG3
25,4,-0.0473784,yG3
25,5,0.655918,yG3
25,6,0.403945,yG3
25,7,-0.127067,yG3
25,8,-0.250975,yG3
25,9,0.130977,yG3
25,10,-0.439938,yG3
25,11,-0.547843,yG3
25,12,-0.651424,yG3
25,13,-0.302819,yG3
25,14,0.245776,yG3
25,15,-0.103398,yG3
25,16,-0.472783,yG3
25,17,0.482288,yG3
25,18,0.148982,yG3
25,19,-0.158317,yG3
25,20,0.638104,yG3
25,21,-0.115007,yG3
25,1,0.571485,yG4
25,2,-0.103062,yG4
25,3,0.0902417,yG4
25,4,-0.396798,yG4
25,5,-0.121574,yG4
25,6,0.503964,yG4
25,7,-0.0556435,yG4
25,8,-0.143868,yG4
25,9,0.361754,yG4
25,10,-0.112276,yG4
25,11,-0.573519,yG4
25,12,0.137877,yG4
25,13,-0.159718,yG4
25,14,-0.757573,yG4
25,15,0.218713,yG4
25,16,-0.0686253,yG4
25,17,-0.0365709,yG4
25,18,0.306544,yG4
25,19,0.369668,yG4
25,20,-0.550003,yG4
25,21,-0.481703,yG4
25,1,-0.146726,yG5
25,2,-0.0722311,yG5
25,3,0.146335,yG5
25,4,0.0282013,yG5
25,5,-0.380918,yG5
25,6,-0.0670522,yG5
25,7,-0.391199,yG5
25,8,0.101005,yG5
25,9,-0.346611,yG5
25,10,-0.0897178,yG5
25,11,-0.275113,yG5
25,12,0.504335,yG5
25,13,-0.136721,yG5
25,14,-0.096837,yG5
25,15,0.398211,yG5
25,16,0.289307,yG5
25,17,0.0712259,yG5
25,18,0.322948,yG5
25,19,-0.122429,yG5
25,20,-0.163968,yG5
25,21,0.0111912,yG5
26,0,3.01075,yAB
26,7,3.75988,yAB
26,21,3.67678,yAB
26,123,2.79168,yAB
26,180,2.39435,yAB
26,300,1.02723,yAB
26,1,0.495005,yG1
26,2,0.500374,yG1
26,3,0.15203,yG1
26,4,0.494555,yG1
26,5,0.289661,yG1
26,6,-0.192967,yG1
26,7,0.333416,yG1
26,8,0.80533,yG1
26,9,0.098605,yG1
26,10,0.0924098,yG1
26,11,0.0969062,yG1
26,12,0.00751301,yG1
26,13,-0.244768,yG1
26,14,0.467336,yG1
26,15,-0.0219648,yG1
26,16,-0.0493205,yG1
26,17,0.379612,yG1
26,18,0.47247,yG1
26,19,0.279891,yG1
26,20,0.0459366,yG1
26,21,0.193927,yG1
26,1,-0.581709,yG2
26,2,-0.338687,yG2
26,3,0.07852,yG2
26,4,0.140202,yG2
26,5,0.228734,yG2
26,6,-0.490339,yG2
26,7,0.546084,yG2
26,8,0.0859752,yG2
26,9,0.153248,yG2
26,10,-0.207956,yG2
26,11,0.0920891,yG2
26,12,-0.0111607,yG2
26,13,-0.0753,yG2
26,14,0.510242,yG2
26,15,-0.475168,yG2
26,16,-0.00328325,yG2
26,17,0.121317,yG2
26,18,0.123449,yG2
26,19,-0.314539,yG2
26,20,0.160084,yG2
26,21,0.321809,yG2
26,1,-0.570616,yG3
26,2,-0.714711,yG3
26,3,-0.0283158,yG3
26,4,0.115617,yG3
26,5,-0.0936219,yG3
26,6,0.27499,yG3
26,7,0.384603,yG3
26,8,0.314045,yG3
26,9,0.817641,yG3
26,10,0.275962,yG3
26,11,0.404684,yG3
26,12,-0.866164,yG3
26,13,-1.10151,yG3
26,14,0.312563,yG3
26,15,0.55973,yG3
26,16,0.0149654,yG3
26,17,-0.0591151,yG3
26,18,-0.165657,yG3
26,19,-0.134627,yG3
26,20,-0.256114,yG3
26,21,-0.165653,yG3
26,1,-0.325038,yG4
26,2,0.358523,yG4
26,3,0.00127279,yG4
26,4,-0.679219,yG4
26,5,-0.805691,yG4
26,6,-0.0119583,yG4
26,7,0.180463,yG4
26,8,0.0942359,yG4
26,9,0.815442,yG4
26,10,-0.630869,yG4
26,11,-0.0253395,yG4
26,12,0.0727788,yG4
26,13,-0.248696,yG4
26,14,-0.333928,yG4
26,15,0.252659,yG4
26,16,-0.0671366,yG4
26,17,-0.297042,yG4
26,18,0.0789139,yG4
26,19,-0.775849,yG4
26,20,0.421518,yG4
26,21,0.349492,yG4
26,1,-0.207126,yG5
26,2,0.408069,yG5
26,3,-0.207564,yG5
26,4,0.591853,yG5
26,5,-0.0674575,yG5
26,6,0.515133,yG5
26,7,0.0141815,yG5
26,8,-0.161603,yG5
26,9,0.507089,yG5
26,10,-0.162202,yG5
26,11,0.162606,yG5
26,12,-0.231178,yG5
26,13,0.481307,yG5
26,14,-0.696461,yG5
26,15,0.0963387,yG5
26,16,-0.254741,yG5
26,17,0.187894,yG5
26,18,0.225286,yG5
26,19,-0.41547,yG5
26,20,-0.362707,yG5
26,21,0.237325,yG5
27,0,2.98033,yAB
27,7,3.6675,yAB
27,21,3.71423,yAB
27,123,1.94811,yAB
27,180,1.35655,yAB
27,300,-0.506485,yAB
27,1,0.589492,yG1
27,2,-0.169333,yG1
27,3,-0.0260012,yG1
27,4,0.298148,yG1
27,5,0.392138,yG1
27,6,0.125118,yG1
27,7,0.000194837,yG1
27,8,0.22666,yG1
27,9,0.0484722,yG1
27,10,0.541028,yG1
27,11,0.605624,yG1
27,12,-0.390388,yG1
27,13,-0.297249,yG1
27,14,0.337999,yG1
27,15,0.611632,yG1
27,16,-0.251448,yG1
27,17,-0.267948,yG1
27,18,0.100319,yG1
27,19,-0.206307,yG1
27,20,0.110493,yG1
27,21,0.0531984,yG1
27,1,-0.0237091,yG2
27,2,-0.234452,yG2
27,3,-0.00266016,yG2
27,4,0.260127,yG2
27,5,0.230187,yG2
27,6,0.471306,yG2
27,7,-0.198093,yG2
27,8,0.867504,yG2
27,9,-0.474449,yG2
27,10,-0.145804,yG2
27,11,0.164812,yG2
27,12,-0.298472,yG2
27,13,0.174819,yG2
27,14,-0.555272,yG2
27,15,-0.101879,yG2
27,16,0.440991,yG2
27,17,0.412934,yG2
27,18,-0.10524,yG2
27,19,-0.462911,yG2
27,20,-0.103505,yG2
27,21,0.107059,yG2
27,1,0.191897,yG3
27,2,-0.769498,yG3
27,3,-0.575505,yG3
27,4,-0.436618,yG3
27,5,0.359995,yG3
27,6,0.119165,yG3
27,7,0.0111412,yG3
27,8,0.00341721,yG3
27,9,-0.257949,yG3
27,10,-0.210926,yG3
27,11,0.0588574,yG3
27,12,0.0255842,yG3
27,13,-0.446952,yG3
27,14,0.151557,yG3
27,15,-0.408523,yG3
27,16,-0.719908,yG3
27,17,0.02442,yG3
27,18,-0.577232,yG3
27,19,0.790753,yG3
27,20,0.296508,yG3
27,21,-0.140599,yG3
27,1,0.257181,yG4
27,2,-0.113155,yG4
27,3,-0.0450472,yG4
27,4,0.351167,yG4
27,5,-0.189182,yG4
27,6,0.23142,yG4
27,7,-0.0134963,yG4
27,8,-0.394551,yG4
27,9,-0.291467,yG4
27,10,-0.176065,yG4
27,11,-0.365645,yG4
27,12,0.194991,yG4
27,13,-0.0925566,yG4
27,14,-0.635109,yG4
27,15,0.439374,yG4
27,16,0.0499625,yG4
27,17,-0.45541,yG4
27,18,0.0292959,yG4
27,19,-0.182686,yG4
27,20,0.0559205,yG4
27,21,-0.240842,yG4
27,1,0.043845,yG5
27,2,-0.135696,yG5
27,3,0.11793,yG5
27,4,-0.578257,yG5
27,5,-0.506068,yG5
27,6,0.449036,yG5
27,7,0.48995,yG5
27,8,-0.0170354,yG5
27,9,0.130147,yG5
27,10,-0.0989315,yG5
27,11,0.146608,yG5
27,12,-0.593244,yG5
27,13,0.223733,yG5
27,14,-0.367402,yG5
27,15,-0.239027,yG5
27,16,0.0419217,yG5
27,17,-0.469222,yG5
27,18,-0.193176,yG5
27,19,-2.37346e-05,yG5
27,20,-0.549665,yG5
27,21,0.528501,yG5
28,0,2.85322,yAB
28,7,3.81794,yAB
28,21,3.71182,yAB
28,123,2.58215,yAB
28,180,1.92645,yAB
28,300,0.523245,yAB
28,1,0.364533,yG1
28,2,0.02218,yG1
28,3,-0.258332,yG1
28,4,-0.0422885,yG1
28,5,0.345376,yG1
28,6,-0.0399049,yG1
28,7,0.2274,yG1
28,8,-0.181649,yG1
28,9,0.0318362,yG1
28,10,0.203155,yG1
28,11,-0.537922,yG1
28,12,0.28226,yG1
28,13,0.218828,yG1
28,14,-0.122634,yG1
28,15,0.295253,yG1
28,16,-0.192249,yG1
28,17,0.030153,yG1
28,18,0.00562165,yG1
28,19,0.0535173,yG1
28,20,-0.566482,yG1
28,21,0.17345,yG1
28,1,0.0353281,yG2
28,2,-0.101697,yG2
28,3,0.381621,yG2
28,4,0.089989,yG2
28,5,-0.260681,yG2
28,6,0.197741,yG2
28,7,0.0318147,yG2
28,8,0.0805896,yG2
28,9,-0.000132739,yG2
28,10,0.297483,yG2
28,11,-0.00542286,yG2
28,12,-0.0701065,yG2
28,13,-0.225568,yG2
28,14,0.323392,yG2
28,15,-0.3171,yG2
28,16,0.0678385,yG2
28,17,-0.241243,yG2
28,18,-0.0240523,yG2
28,19,-0.426037,yG2
28,20,-0.392156,yG2
28,21,-0.327431,yG2
28,1,0.553656,yG3
28,2,0.0402077,yG3
28,3,0.241321,yG3
28,4,0.237841,yG3
28,5,-0.0551835,yG3
28,6,0.517924,yG3
28,7,-0.367357,yG3
28,8,-0.10731,yG3
28,9,0.167471,yG3
28,10,-1.05848,yG3
28,11,-0.0495162,yG3
28,12,0.062159,yG3
28,13,0.0609139,yG3
28,14,0.0203547,yG3
28,15,-0.178774,yG3
28,16,-0.433273,yG3
28,17,-0.0270037,yG3
28,18,-0.248661,yG3
28,19,0.155469,yG3
28,20,-0.519276,yG3
28,21,-0.546027,yG3
28,1,0.0543608,yG4
28,2,0.339306,yG4
28,3,0.431098,yG4
28,4,0.157011,yG4
28,5,0.896092,yG4
28,6,-0.246816,yG4
28,7,0.102248,yG4
28,8,-0.366995,yG4
28,9,0.513275,yG4
28,10,-0.232489,yG4
28,11,0.241273,yG4
28,12,0.439799,yG4
28,13,-0.323101,yG4
28,14,0.289373,yG4
28,15,-0.357947,yG4
28,16,0.295063,yG4
28,17,0.109789,yG4
28,18,-0.207326,yG4
28,19,0.594197,yG4
28,20,-0.0169636,yG4
28,21,0.0212615,yG4
28,1,0.203043,yG5
28,2,0.064312,yG5
28,3,-0.00275164,yG5
28,4,0.269474,yG5
28,5,-0.244968,yG5
28,6,0.28048,yG5
28,7,0.203379,yG5
28,8,-0.215294,yG5
28,9,-0.587935,yG5
28,10,-0.658869,yG5
28,11,0.0385221,yG5
28,12,0.422644,yG5
28,13,-0.284873,yG5
28,14,0.343471,yG5
28,15,-0.0985914,yG5
28,16,-0.142141,yG5
28,17,0.0985919,yG5
28,18,-0.38524,yG5
28,19,-0.0948969,yG5
28,20,-0.11197,yG5
28,21,-0.108352,yG5
29,0,2.94886,yAB
29,7,3.83607,yAB
29,21,3.67336,yAB
29,123,3.06858,yAB
29,180,2.70109,yAB
29,300,1.87045,yAB
29,1,0.611428,yG1
29,2,0.160129,yG1
29,3,0.142483,yG1
29,4,0.0141371,yG1
29,5,-0.193548,yG1
29,6,-0.360015,yG1
29,7,0.509881,yG1
29,8,-0.253521,yG1
29,9,0.687349,yG1
29,10,-0.0320072,yG1
29,11,-0.294418,yG1
29,12,-0.736844,yG1
29,13,-0.125919,yG1
29,14,0.457283,yG1
29,15,0.271015,yG1
29,16,0.0786969,yG1
29,17,0.540217,yG1
29,18,-0.324821,yG1
29,19,0.313292,yG1
29,20,0.0083677,yG1
29,21,-0.070999,yG1
29,1,-0.128848,yG2
29,2,0.0508601,yG2
29,3,0.498812,yG2
29,4,-0.104706,yG2
29,5,0.313619,yG2
29,6,-0.318234,yG2
29,7,-0.326525,yG2
29,8,-0.219541,yG2
29,9,-0.469013,yG2
29,10,0.502541,yG2
29,11,0.0691679,yG2
29,12,0.195096,yG2
29,13,0.608713,yG2
29,14,0.323231,yG2
29,15,0.0227748,yG2
29,16,0.131728,yG2
29,17,-0.263116,yG2
29,18,-0.174041,yG2
29,19,0.261929,yG2
29,20,-0.636129,yG2
29,21,0.842697,yG2
29,1,-0.490397,yG3
29,2,0.0732565,yG3
29,3,-0.187897,yG3
29,4,0.184814,yG3
29,5,0.220997,yG3
29,6,-0.525845,yG3
29,7,0.107832,yG3
29,8,0.298878,yG3
29,9,-0.513201,yG3
29,10,-0.383712,yG3
29,11,0.462253,yG3
29,12,-0.104655,yG3
29,13,0.382537,yG3
29,14,0.538499,yG3
29,15,0.577715,yG3
29,16,0.155591,yG3
29,17,0.579969,yG3
29,18,-0.192661,yG3
29,19,-0.146768,yG3
29,20,0.463964,yG3
29,21,0.25767,yG3
29,1,-0.289877,yG4
29,2,-0.527159,yG4
29,3,0.10769,yG4
29,4,0.183198,yG4
29,5,-0.146936,yG4
29,6,-0.348176,yG4
29,7,-0.225442,yG4
29,8,0.526194,yG4
29,9,-0.0202627,yG4
29,10,-0.432996,yG4
29,11,0.409605,yG4
29,12,-0.0148239,yG4
29,13,0.0982272,yG4
29,14,-0.317576,yG4
29,15,-0.782273,yG4
29,16,0.595852,yG4
29,17,0.263934,yG4
29,18,0.75648,yG4
29,19,-0.752576,yG4
29,20,-0.452565,yG4
29,21,0.118532,yG4
29,1,0.00753797,yG5
29,2,0.003989,yG5
29,3,-0.398964,yG5
29,4,0.0895467,yG5
29,5,-0.269199,yG5
29,6,-0.208027,yG5
29,7,-0.268566,yG5
29,8,-0.0850801,yG5
29,9,0.299565,yG5
29,10,-0.167971,yG5
29,11,0.352979,yG5
29,12,-0.105269,yG5
29,13,-0.0467129,yG5
29,14,-0.0213742,yG5
29,15,0.0255756,yG5
29,16,0.135915,yG5
29,17,-0.194424,yG5
29,18,-0.10775,yG5
29,19,-0.419694,yG5
29,20,-0.0385299,yG5
29,21,0.515321,yG5
30,0,2.83058,yAB
30,7,4.47659,yAB
30,21,4.46136,yAB
30,123,2.86279,yAB
30,180,1.96367,yAB
30,300,0.170654,yAB
30,1,-0.00667613,yG1
30,2,0.0890776,yG1
30,3,0.28646,yG1
30,4,0.182407,yG1
30,5,0.243069,yG1
30,6,-0.154364,yG1
30,7,0.28146,yG1
30,8,-0.141602,yG1
30,9,0.188158,yG1
30,10,0.240273,yG1
30,11,-0.0809391,yG1
30,12,-0.166066,yG1
30,13,0.608691,yG1
30,14,-0.18298,yG1
30,15,0.0218504,yG1
30,16,0.221195,yG1
30,17,0.0831769,yG1
30,18,-0.264765,yG1
30,19,0.125749,yG1
30,20,-0.386535,yG1
30,21,0.474684,yG1
30,1,-0.295605,yG2
30,2,0.330056,yG2
30,3,0.0808422,yG2
30,4,0.370013,yG2
30,5,-0.268309,yG2
30,6,0.627761,yG2
30,7,0.0351963,yG2
30,8,-0.468542,yG2
30,9,0.229477,yG2
30,10,0.0641831,yG2
30,11,-0.576712,yG2
30,12,-0.253696,yG2
30,13,-0.235528,yG2
30,14,0.304498,yG2
30,15,0.708573,yG2
30,16,0.523183,yG2
30,17,-0.175277,yG2
30,18,-0.210824,yG2
30,19,-0.136837,yG2
30,20,-0.488348,yG2
30,21,-0.885199,yG2
30,1,-0.0131443,yG3
30,2,0.182457,yG3
30,3,-0.206272,yG3
30,4,-0.401705,yG3
30,5,-0.389176,yG3
30,6,0.525908,yG3
30,7,0.431169,yG3
30,8,0.0630449,yG3
30,9,-0.522192,yG3
30,10,-0.263908,yG3
30,11,-0.401502,yG3
30,12,-0.0421223,yG3
30,13,0.370124,yG3
30,14,-0.27932,yG3
30,15,-0.168739,yG3
30,16,-0.417323,yG3
30,17,0.374332,yG3
30,18,-0.0745106,yG3
30,19,0.37408,yG3
30,20,-0.959701,yG3
30,21,-0.131745,yG3
30,1,0.467972,yG4
30,2,-0.188578,yG4
30,3,-0.204747,yG4
30,4,0.335766,yG4
30,5,0.41161,yG4
30,6,0.346737,yG4
30,7,0.0953821,yG4
30,8,0.25578,yG4
30,9,0.241677,yG4
30,10,-0.519276,yG4
30,11,0.0516157,yG4
30,12,-0.149325,yG4
30,13,-0.198958,yG4
30,14,-0.417856,yG4
30,15,-0.119906,yG4
30,16,-0.49033,yG4
30,17,-0.165582,yG4
30,18,-0.113091,yG4
30,19,0.400397,yG4
30,20,-0.295624,yG4
30,21,-0.490226,yG4
30,1,-0.00597523,yG5
30,2,0.0338376,yG5
30,3,0.152235,yG5
30,4,-0.100145,yG5
30,5,-0.0380646,yG5
30,6,0.272264,yG5
30,7,0.13441,yG5
30,8,-0.153485,yG5
30,9,-0.14305,yG5
30,10,-0.113617,yG5
30,11,0.663349,yG5
30,12,-0.0557961,yG5
30,13,0.446047,yG5
30,14,0.104611,yG5
30,15,-0.0218149,yG5
30,16,0.277093,yG5
30,17,-0.557285,yG5
30,18,-0.453402,yG5
30,19,0.487067,yG5
30,20,-0.0161046,yG5
30,21,0.148015,yG5
31,0,3.00223,yAB
31,7,4.10459,yAB
31,21,3.86718,yAB
31,123,2.69054,yAB
31,180,2.00039,yAB
31,300,0.723866,yAB
31,1,0.31881,yG1
31,2,0.720951,yG1
31,3,0.457,yG1
31,4,-0.471037,yG1
31,5,0.375046,yG1
31,6,0.387826,yG1
31,7,-0.0144351,yG1
31,8,-0.0650141,yG1
31,9,-0.599097,yG1
31,10,-0.500413,yG1
31,11,-0.085791,yG1
31,12,0.356106,yG1
31,13,0.198894,yG1
31,14,0.494557,yG1
31,15,0.186952,yG1
31,16,-0.127118,yG1
31,17,0.201466,yG1
31,18,-0.218135,yG1
31,19,0.0503133,yG1
31,20,0.0888989,yG1
31,21,0.143972,yG1
31,1,-0.457351,yG2
31,2,0.182283,yG2
31,3,0.124712,yG2
31,4,0.0926967,yG2
31,5,-0.0202575,yG2
31,6,0.524258,yG2
31,7,0.0520841,yG2
31,8,0.169664,yG2
31,9,0.121906,yG2
31,10,0.924495,yG2
31,11,0.16667,yG2
31,12,0.22732,yG2
31,13,0.172311,yG2
31,14,0.872623,yG2
31,15,-0.00657592,yG2
31,16,-0.274409,yG2
31,17,0.761155,yG2
31,18,-0.434955,yG2
31,19,-0.256722,yG2
31,20,-0.0681411,yG2
31,21,0.0835994,yG2
31,1,-0.00701101,yG3
31,2,0.0318626,yG3
31,3,-0.225928,yG3
31,4,-0.0488294,yG3
31,5,0.0250673,yG3
31,6,-0.126689,yG3
31,7,-0.0999894,yG3
31,8,0.203231,yG3
31,9,-0.0654252,yG3
31,10,0.520831,yG3
31,11,0.496376,yG3
31,12,0.254584,yG3
31,13,0.391503,yG3
31,14,0.444703,yG3
31,15,0.313355,yG3
31,16,-0.463742,yG3
31,17,-0.224019,yG3
31,18,-0.780666,yG3
31,19,-0.439075,yG3
31,20,0.141654,yG3
31,21,-0.74933,yG3
31,1,-0.396555,yG4
31,2,-0.0190289,yG4
31,3,-0.160774,yG4
31,4,0.708356,yG4
31,5,0.182878,yG4
31,6,0.0982269,yG4
31,7,0.0311945,yG4
31,8,-0.0819251,yG4
31,9,1.06885,yG4
31,10,-0.341911,yG4
31,11,0.325671,yG4
31,12,-0.143016,yG4
31,13,0.0698788,yG4
31,14,0.10126,yG4
31,15,-0.0643208,yG4
31,16,0.337223,yG4
31,17,-0.484375,yG4
31,18,1.21265,yG4
31,19,-0.211818,yG4
31,20,0.0729176,yG4
31,21,0.0755776,yG4
31,1,-0.19346,yG5
31,2,0.1621,yG5
31,3,-0.16917,yG5
31,4,-0.247604,yG5
31,5,0.260336,yG5
31,6,0.110987,yG5
31,7,0.400333,yG5
31,8,0.456746,yG5
31,9,-0.238682,yG5
31,10,-0.460476,yG5
31,11,-0.370215,yG5
31,12,-0.163706,yG5
31,13,0.466412,yG5
31,14,-0.344648,yG5
31,15,-0.398408,yG5
31,16,-0.202032,yG5
31,17,-0.271208,yG5
31,18,0.0487961,yG5
31,19,0.242925,yG5
31,20,0.226091,yG5
31,21,-0.392807,yG5
32,0,3.10439,yAB
32,7,3.80733,yAB
32,21,3.85781,yAB
32,123,2.37221,yAB
32,180,2.06065,yAB
32,300,0.711645,yAB
32,1,0.315799,yG1
32,2,-0.00530607,yG1
32,3,0.227937,yG1
32,4,0.38237,yG1
32,5,-0.450541,yG1
32,6,0.175699,yG1
32,7,0.202125,yG1
32,8,0.0700255,yG1
